tconst	directors	writers
tt0003261	nm0806565	\N
tt0003262	nm0806565	\N
tt0003263	nm0806565	\N
tt0003264	nm0499883	\N
tt0003265	nm0784407	\N
tt0003266	nm0401967	nm0364046
tt0003267	\N	\N
tt0003268	nm0000428	nm0377289
tt0003269	nm0789748	nm0649162
tt0003270	nm0577654,nm0646058	nm0646058
tt0003271	\N	\N
tt0003272	nm0789748	nm0649162
tt0003273	nm0504353	nm0172413
tt0003274	nm0132324	nm0132324,nm0934979
tt0003275	nm0279404	nm0279404
tt0003276	nm0245385	nm0066488,nm0744504
tt0003277	nm0169871	nm0169871
tt0003278	nm0806565	nm0916665,nm0928492
tt0003279	nm0504353	nm0102643,nm0115203
tt0003280	nm0262763,nm0262902	nm0262763,nm0262902
tt0003281	nm0524306	nm0377289
tt0003282	nm0806565	\N
tt0003283	nm0577654	nm0048512,nm2362063
tt0003284	nm0169871	nm0169871
tt0003285	nm0169871	nm0169871
tt0003286	nm0169871	nm0169871
tt0003287	nm0519315	nm0519315
tt0003288	nm0193240	\N
tt0003289	nm0205986	nm0205986
tt0003291	nm0923603	\N
tt0003292	nm0577654	\N
tt0003293	nm0717468	nm0717281
tt0003294	nm0720862	\N
tt0003296	nm0408433	nm0078442
tt0003297	nm0102643	nm0581683
tt0003298	nm0309130	nm0309130
tt0003299	nm0085133	nm0085133
tt0003300	nm0132324	nm0856161
tt0003301	nm0692105,nm0285684	nm0285684,nm0393949,nm0723414
tt0003302	nm0499883	\N
tt0003303	nm0784407	\N
tt0003304	nm0250480	nm0298301
tt0003305	nm0869665	nm1455759
tt0003306	nm0830249	nm0283393,nm0528064
tt0003307	nm0922304	nm0370271
tt0003308	nm0524306	\N
tt0003309	nm0002031	nm0283802
tt0003310	nm0784407	\N
tt0003311	nm0679610	nm0679610,nm0879826
tt0003312	nm0250480	nm0317319
tt0003313	nm0000428	\N
tt0003314	nm0242139	nm0242139
tt0003315	nm0784407	\N
tt0003316	nm0276165	nm0276165,nm0355555
tt0003317	nm0029253	\N
tt0003318	nm0169871	nm0169871
tt0003319	nm0784407	\N
tt0003320	nm0245385	nm0534221
tt0003321	nm0577654	\N
tt0003322	nm0577654	\N
tt0003323	nm0000428	nm0940488
tt0003324	nm0048478,nm0408433	nm0932614
tt0003325	nm0029253	\N
tt0003326	nm0242139	nm0179820,nm0242139
tt0003327	nm0717468,nm0730170	\N
tt0003328	\N	\N
tt0003329	nm0806565	\N
tt0003330	nm0296193,nm0915270	nm0915270
tt0003331	nm0922928	\N
tt0003332	\N	\N
tt0003333	nm0784407	\N
tt0003334	nm2297223,nm0354790	nm2297223
tt0003335	nm0250480	nm0771646
tt0003336	nm0806565	\N
tt0003337	nm0551375	nm0518840,nm0551375
tt0003338	nm0169871	nm0169871
tt0003339	nm0349785	\N
tt0003340	nm0930198	nm0581683
tt0003341	nm0796657	nm0640437
tt0003342	nm0717468	nm0717281
tt0003343	nm0784407	\N
tt0003344	nm0784407	\N
tt0003345	nm0300487	nm0300487
tt0003346	nm0784407	\N
tt0003347	nm0169871	nm0169871
tt0003348	nm0242139	nm0790263
tt0003349	nm0279404	nm0279404
tt0003350	nm0233626	\N
tt0003351	nm0376529	nm0202264,nm0329039
tt0003353	nm0242139	nm0235168
tt0003354	\N	\N
tt0003355	nm0091767	\N
tt0003356	nm0784407	\N
tt0003357	nm0569645	\N
tt0003358	nm0780884	\N
tt0003359	nm0784407	\N
tt0003360	nm0388674	nm0388674
tt0003361	nm0041858	nm0534221
tt0003362	nm0098376	nm0098376,nm0518711
tt0003363	nm0853193	nm0853193
tt0003364	nm0897085	\N
tt0003365	nm0349785	nm0349785
tt0003366	nm0748272	\N
tt0003367	nm0698839	nm0032573,nm0698839
tt0003368	nm0242139	nm0594291
tt0003369	nm0242139	nm0242139
tt0003370	nm0000428	nm0068179
tt0003371	nm0533615	nm0001908
tt0003372	nm0533615	nm0001908
tt0003373	nm0533615	nm0001908
tt0003374	nm0877783	\N
tt0003375	nm0242139	nm0242139
tt0003376	nm0159654	nm0887833
tt0003377	nm1282454	\N
tt0003378	nm0309130	nm0309130
tt0003379	nm0354790	nm0257385,nm4760456,nm0760547,nm0794298
tt0003380	nm0784407	\N
tt0003381	nm0629589	\N
tt0003382	nm0401967	nm0364046
tt0003384	nm0923603	\N
tt0003385	nm0127511	nm0127511
tt0003386	nm0596218	nm0837183
tt0003387	nm0869665	nm0869665
tt0003388	nm0111753	\N
tt0003389	nm0784407	\N
tt0003390	nm0753233	nm0263912,nm0753233
tt0003391	nm0408433	nm0108049,nm0408433
tt0003392	nm0132324	nm0048512
tt0003393	nm0000428	nm0127511
tt0003394	nm0169878	nm1437660
tt0003395	nm0806565	\N
tt0003396	nm0111753	nm0047889
tt0003397	nm0662442	nm0433165
tt0003398	nm0036048	\N
tt0003399	nm0524306	\N
tt0003400	nm0784407	\N
tt0003401	nm0245385	nm0717468
tt0003402	nm1178542	nm0377958
tt0003403	nm0916904	nm0916904
tt0003404	nm0085133	\N
tt0003405	nm0806565	\N
tt0003406	nm0643290	\N
tt0003407	\N	\N
tt0003408	\N	nm0237692
tt0003409	nm0642722	nm1436533
tt0003410	nm0000428	nm0059150
tt0003411	nm0242139	nm0242139,nm0790263
tt0003412	nm0784407	\N
tt0003413	nm0642722	nm1465569
tt0003414	nm0330280	nm0069435,nm0794298
tt0003416	nm0806565	\N
tt0003417	nm0784407	\N
tt0003418	nm0577654	nm0680450
tt0003419	nm0917467,nm0753233	nm0263912,nm0210503
tt0003420	nm0279404	nm0279404
tt0003421	nm0169871	nm0169871
tt0003422	nm0279404	nm0279404
tt0003423	nm0488932	\N
tt0003424	nm0806565,nm0916665	nm0916665
tt0003425	nm0408433	nm0408433
tt0003426	nm0408433	nm0237692
tt0003427	nm0642722	nm0377289
tt0003428	nm0242139	nm0242139,nm0688853
tt0003429	nm0036048	nm0036048
tt0003430	nm0784407	\N
tt0003431	nm0533048	\N
tt0003432	nm0923603	nm0534288
tt0003433	nm0278062	nm0059150
tt0003434	nm0717468	nm0717468
tt0003436	nm0000428	nm0009926,nm0002616
tt0003437	nm0784407	\N
tt0003438	nm0066734	nm0037843,nm0066734
tt0003439	nm0000428	nm0000859
tt0003440	nm0642722	nm1475455
tt0003441	nm0823088	nm0324690,nm0823088
tt0003442	nm0205986	nm0362762
tt0003443	nm0806565	\N
tt0003444	nm0806565	\N
tt0003445	nm0169871	nm0169871
tt0003446	nm0169871	nm0169871
tt0003447	nm0499883	\N
tt0003448	nm0552228	nm0048512
tt0003449	nm0641967	nm0458691,nm0641967
tt0003450	\N	\N
tt0003451	nm0132324	nm0193617,nm0574737
tt0003452	nm0784407	\N
tt0003453	nm0376396	nm0502701
tt0003454	nm0000428	nm0714126
tt0003455	nm0001908	nm0001908
tt0003456	\N	\N
tt0003457	nm0662442	nm0606913
tt0003458	nm0662442	nm0215874
tt0003459	nm0861002	nm0078442
tt0003460	nm0000428	nm0127511
tt0003461	nm0247107	nm0359975
tt0003462	nm0119138	\N
tt0003463	nm0533954	nm0533954
tt0003464	nm0699392	\N
tt0003465	nm0168503	nm0087658,nm0168503
tt0003466	nm0923603	\N
tt0003467	nm0806565	\N
tt0003468	nm0499883	\N
tt0003469	\N	\N
tt0003470	\N	\N
tt0003471	nm0875869	nm0534073,nm0875869
tt0003472	nm0087250	\N
tt0003473	nm0250480	nm0289797,nm0662272
tt0003474	nm0041858	\N
tt0003475	nm0426754	nm0413045
tt0003476	nm0119138	\N
tt0003477	nm0408433	nm0193617,nm0408433
tt0003478	nm0454535	\N
tt0003479	nm0806565	\N
tt0003480	nm0205986	nm0441601
tt0003481	nm0119138	\N
tt0003482	nm0806565	\N
tt0003483	nm0662442	nm0662442
tt0003484	nm0000428	nm0000428,nm0518711,nm0853193
tt0003485	nm0169871	nm0169871
tt0003486	nm0169871	nm0169871
tt0003487	nm0499883	\N
tt0003488	nm0408433	nm0078442
tt0003489	nm0143333,nm0734958	nm0120272,nm0143333
tt0003490	nm0169871	nm0169871
tt0003491	nm0111753	nm0111531
tt0003492	nm0642722	nm0002503
tt0003493	nm0081288	\N
tt0003494	nm0169871	nm0169871
tt0003495	nm0119138	\N
tt0003496	nm0132324	nm0132324
tt0003497	nm0000428	nm0377289
tt0003498	nm0401967	\N
tt0003499	nm0897085	nm0403054,nm0897085
tt0003500	nm0830249	nm0830249
tt0003501	nm0806565	\N
tt0003502	nm0718121	nm0901629
tt0003503	nm0642722	nm0000859
tt0003504	nm0643138,nm0753233,nm2827911	nm0263912
tt0003505	nm0717468	nm0717281
tt0003506	nm0235121	nm0326117
tt0003507	nm0933406	nm0326117,nm0570633
tt0003508	nm0713787	\N
tt0003509	nm0119138	\N
tt0003510	\N	nm0337010
tt0003511	\N	\N
tt0003512	nm0617588	nm0479514
tt0003513	nm0000428	nm0838700
tt0003514	nm0784407	\N
tt0003515	nm0245385	nm0624714
tt0003516	nm0000428	nm0000428
tt0003517	nm0111753	nm0696985
tt0003518	nm0169871	nm0169871
tt0003519	nm0316794	\N
tt0003520	nm0717468	\N
tt0003521	nm0408433	nm0408433
tt0003522	nm0288616	nm0002616
tt0003523	nm0642722	nm0852022
tt0003524	nm0662442	nm0622441
tt0003525	nm0642722	nm1440041
tt0003526	nm0534288	nm0049995
tt0003527	nm0279404	nm0279404
tt0003528	nm0806565	\N
tt0003529	nm0285643	\N
tt0003530	nm0784407	\N
tt0003531	nm0806565	\N
tt0003532	nm0250480	nm0298301
tt0003533	nm0717468	nm0717468
tt0003534	nm0806565	\N
tt0003535	nm0717468	nm0717281
tt0003536	nm0949648	nm0048478
tt0003537	nm0531866	\N
tt0003538	nm0636076,nm0949648	nm0193617
tt0003539	nm0830249	nm0727550
tt0003540	nm0641967	nm0053820
tt0003541	nm0250480	nm0298301
tt0003542	nm0806565	\N
tt0003543	nm0294276	\N
tt0003544	nm0102643	nm0581683
tt0003545	nm0250480	\N
tt0003546	nm0806565	\N
tt0003547	nm0806565	\N
tt0003548	nm0408433	nm0193617,nm0408433
tt0003549	nm0376396	nm0002616
tt0003550	nm0289797	nm0289797
tt0003551	nm0132324	nm0132324
tt0003552	nm0806565	\N
tt0003553	nm0102643	\N
tt0003554	nm0504353	nm0581683
tt0003555	nm0806565	\N
tt0003556	nm0169871	nm0169871
tt0003557	nm0169871	nm0169871
tt0003558	nm0169871	nm0169871
tt0003559	nm0169871	nm0169871
tt0003560	nm0132324	nm0402239
tt0003561	\N	\N
tt0003562	nm0806565	\N
tt0003563	nm0662442	nm0355555
tt0003564	nm0250480	nm0581683
tt0003565	nm0533048	nm0902961
tt0003566	nm0499883	\N
tt0003567	nm0245385	nm0717468
tt0003568	nm0806565	\N
tt0003569	nm0376396	nm0934979
tt0003570	nm0806565	\N
tt0003571	nm0662442	nm0662442
tt0003572	\N	\N
tt0003573	nm0250480	nm0298301
tt0003574	nm0132324	nm0048512
tt0003575	nm0205653	\N
tt0003576	nm0511143,nm0408433	nm0078442
tt0003577	nm0642722	nm1432527
tt0003578	nm0000428	nm0853193
tt0003579	nm0334918	nm0931031
tt0003580	nm0717468	nm0365381
tt0003581	nm0005717	\N
tt0003582	nm0784407	\N
tt0003583	nm0803705	nm0803705
tt0003584	nm0365493	nm0622220
tt0003585	nm0717468	nm0821287
tt0003586	nm0408433	nm0408433
tt0003587	nm0408433	nm0894523
tt0003588	nm0587929	nm0172413,nm1959903
tt0003589	nm0875869	\N
tt0003590	nm0283766	nm0117620,nm0619451
tt0003591	nm0107543,nm0249772	nm0107543
tt0003592	nm0636076	nm0724713
tt0003593	\N	\N
tt0003594	nm0193240	\N
tt0003595	nm0136888	nm0087445,nm0136888
tt0003596	nm0250480	nm0203559
tt0003597	nm0081288	\N
tt0003598	nm0289797	nm0841608,nm0929996
tt0003599	\N	nm0454564
tt0003600	nm0403054	nm0280841
tt0003601	nm0262763,nm0262902	nm0262763,nm0262902
tt0003602	nm0838074	\N
tt0003603	nm0401967	nm0502090
tt0003605	nm0455544	nm0364525,nm0455544
tt0003606	\N	nm0381159
tt0003607	nm0226992,nm0000779	nm0000779
tt0003608	nm0345217,nm0813682	nm0209163,nm0345217
tt0003609	nm0823150	nm0903959
tt0003610	nm0550220	\N
tt0003611	nm0160280	\N
tt0003612	nm0339765	\N
tt0003613	\N	\N
tt0003614	nm0281620	nm0205343
tt0003615	nm0428059	\N
tt0003616	nm0456634	nm0784407
tt0003617	nm0569261	nm0900812,nm0933643
tt0003618	nm0205986	nm0205986,nm0753350
tt0003619	nm0309186	\N
tt0003620	nm0942917	\N
tt0003621	nm0550220	nm0550220
tt0003622	nm0764090	nm0144876
tt0003623	nm0865601	\N
tt0003624	\N	\N
tt0003625	nm0306723	nm0306723,nm0866243
tt0003626	nm0187981	nm0717281
tt0003627	nm0926190	nm0926190
tt0003628	nm0169871	nm0169871
tt0003629	nm0720862	\N
tt0003630	nm0002031	nm0366610,nm0597175
tt0003631	nm0373614	nm0397167
tt0003632	nm0927468	\N
tt0003633	nm0127511	nm0929147
tt0003634	nm0186345	nm0811489
tt0003635	\N	\N
tt0003636	nm0456804	nm0940488
tt0003637	nm0078116,nm0784988	nm0223865,nm0078116,nm0784988
tt0003638	nm0187981	nm0717281
tt0003639	nm0213108	nm0014840,nm0213108,nm0717281
tt0003640	nm0394399	nm0394399
tt0003641	nm0048478	nm1628363
tt0003642	nm0187981	nm0791386
tt0003643	nm0000428	nm0000590,nm0000428
tt0003644	nm0130791	\N
tt0003645	nm0073239	\N
tt0003646	nm0875869	nm0581683
tt0003647	nm0784407	\N
tt0003648	nm0408433	nm0156318,nm0408433
tt0003649	nm0505354,nm6955979	nm6955979
tt0003650	nm0639631	\N
tt0003651	\N	nm0088618
tt0003652	nm0499883	\N
tt0003653	\N	\N
tt0003654	\N	nm5072333
tt0003655	nm0352726,nm0743047	nm0397167
tt0003656	nm0897085	nm0111531,nm0897085
tt0003657	nm0054977	nm0166693,nm0408436
tt0003658	nm0000779	\N
tt0003659	nm0577654	nm1656292
tt0003660	nm0378408	nm0378408
tt0003661	nm0169871	nm0169871
tt0003662	nm0000428	nm0000428,nm0680450
tt0003663	nm0276165	\N
tt0003664	\N	nm0940425
tt0003665	nm0000428	nm0329039
tt0003666	nm0119138	nm0897085
tt0003667	nm0012317	nm0066332
tt0003668	nm0281621	nm0421104,nm0410470,nm0281621
tt0003669	nm0956428,nm0466099	\N
tt0003670	nm0456804	nm0562892
tt0003671	nm0916665,nm0806565	nm0916665
tt0003672	nm0360114	nm0067584,nm5054228
tt0003673	nm0254076	nm0518840
tt0003674	nm0002061	nm0822627
tt0003675	nm0424530	nm0355555
tt0003676	nm0349785	nm0349785
tt0003677	nm0694640	nm0103597
tt0003678	nm0127511	nm0127511
tt0003679	nm0499883	nm0000122,nm0381902
tt0003680	nm0456804	nm0940488
tt0003681	\N	nm0445856
tt0003682	nm0504353	nm1676187
tt0003683	nm0725893	\N
tt0003684	nm0130797	nm0130797
tt0003685	nm0491503	nm2822670
tt0003686	nm0577654	\N
tt0003687	nm0000779	\N
tt0003688	nm0228512	\N
tt0003689	\N	\N
tt0003690	\N	nm0929996
tt0003691	nm0926190	nm0926190
tt0003692	nm0923603,nm0923594	\N
tt0003693	nm0821472	\N
tt0003694	nm0803705	nm0803705
tt0003695	nm0000779	\N
tt0003696	nm0119138	nm0519720
tt0003697	nm0717468	nm0821287
tt0003698	nm0002177,nm0001124	nm0567346,nm0810367,nm0648688
tt0003699	nm0153713	\N
tt0003700	nm0001908	nm0001908
tt0003701	nm0001908	nm0001908
tt0003702	nm0001908	nm0001908
tt0003703	nm0001908	nm0001908
tt0003704	nm0001908	nm0001908
tt0003705	nm0001908	nm0001908
tt0003706	nm0001908	nm0001908
tt0003707	nm0001908	nm0001908
tt0003708	nm0001908	nm0001908
tt0003709	nm0001908	nm0001908
tt0003710	nm0001908	nm0001908
tt0003711	nm0001908	nm0001908
tt0003712	nm0001908	nm0001908
tt0003713	nm0001908	nm0001908
tt0003714	nm0001908	nm0001908
tt0003715	nm0001908	nm0001908
tt0003716	nm0001908	nm0001908
tt0003717	nm0001908	nm0001908
tt0003718	nm0001908	nm0001908
tt0003719	nm0001908	nm0001908
tt0003720	nm0373614	nm0292827
tt0003721	nm0887428	nm0887428
tt0003722	nm0426310	nm0446769
tt0003723	nm0426310	nm0104764
tt0003724	nm0334918,nm0132324	nm0929808
tt0003725	nm0048478	nm0725944
tt0003726	nm0048478	nm0681244
tt0003727	nm0048478	nm0775471
tt0003728	nm0048478	\N
tt0003729	nm0012317	nm0518844
tt0003730	nm0085133	nm0566559
tt0003731	nm0098376	nm0048512,nm0518711
tt0003732	nm0098376	nm0048512,nm0518711
tt0003733	nm0784407	nm0000122
tt0003734	nm0316794	\N
tt0003735	nm0002031	nm0417905,nm0997193
tt0003736	nm0426310	nm0113224,nm0152165
tt0003737	nm0005717	\N
tt0003738	nm0865601	nm0865601
tt0003739	nm0897085	nm0307036
tt0003740	nm0665163	nm0195339,nm0515385,nm0665163,nm0758215
tt0003741	nm0594291	nm0168915
tt0003742	nm0870831	\N
tt0003743	nm0002177,nm0001124	nm0110394,nm0925481
tt0003744	nm0877783	nm0176696,nm0206755
tt0003745	nm0001908	nm0001908
tt0003746	nm0345217	nm0345217
tt0003747	nm0002177	nm0850483,nm0933491,nm0073238,nm0210352
tt0003748	nm0836316	nm0078442,nm0319564,nm0791024
tt0003749	nm0167633	\N
tt0003750	nm0459142	\N
tt0003751	nm0639631	nm0205343,nm0809834
tt0003752	nm0507150	nm0150292
tt0003753	nm0285643	nm0192062
tt0003754	\N	\N
tt0003755	nm0569645	nm1672198
tt0003756	nm0601190	nm0120272,nm0518840
tt0003757	nm0870831	\N
tt0003758	nm0635667	nm0000122,nm0635667
tt0003759	nm0908797	\N
tt0003760	nm0000122	nm0000122
tt0003761	nm0577654	nm0180077,nm0310155,nm0257866
tt0003762	nm0252476	nm0830249
tt0003763	\N	\N
tt0003764	nm0550220	nm0273338,nm0529953
tt0003765	nm0098376	nm0048512,nm0518711
tt0003766	nm0000779	\N
tt0003767	nm0072872	nm0072872,nm0002042
tt0003768	nm0085133	nm0002042
tt0003770	nm0132324	nm0132324,nm0477437,nm0801575
tt0003771	nm0861002	nm0128991,nm0612348
tt0003772	nm0456804	nm0674518
tt0003773	nm0339765	\N
tt0003774	nm0002177	nm0001124,nm0567346
tt0003775	nm0127511	\N
tt0003776	nm0054977	\N
tt0003777	nm0456804	nm0877332,nm0210352
tt0003778	nm0694534	nm0394479,nm0689638
tt0003779	\N	\N
tt0003780	\N	\N
tt0003781	nm0106218	nm0106218
tt0003782	nm0106218	nm0106218
tt0003783	nm0106218	nm0106218
tt0003784	nm0106218	nm0106218
tt0003785	nm0106218	nm0106218
tt0003786	nm0106218	nm0106218
tt0003787	nm0106218	nm0106218
tt0003788	nm0784407	\N
tt0003789	nm0250480	\N
tt0003790	nm0533158	nm0139636,nm0384591
tt0003791	\N	\N
tt0003792	nm0245385	nm0048874,nm0245385,nm0256221
tt0003793	nm0267922	nm0300837
tt0003794	nm0168503	\N
tt0003795	nm0288616	nm0126406,nm0280463
tt0003796	nm0717468	nm0580648
tt0003797	\N	\N
tt0003798	nm0098376	nm0098376
tt0003799	nm0245385	nm0011748,nm0245385
tt0003800	nm0822627	nm0822627
tt0003801	nm0587929	nm0587929
tt0003802	nm0853336	\N
tt0003803	nm0838074	nm0518844
tt0003804	nm0285684,nm0692105	nm0285684,nm0527436,nm0692105
tt0003805	nm0629589,nm0784407	nm0000122,nm0404327
tt0003806	\N	\N
tt0003807	nm0005717,nm0865601	nm0005717,nm0327955,nm0351275,nm0865601
tt0003808	nm0309186	nm0309186
tt0003809	nm0002061	\N
tt0003810	nm0717468	nm0580648,nm0717468
tt0003811	nm0111753	nm0939717
tt0003812	\N	\N
tt0003813	\N	\N
tt0003814	nm0217624	\N
tt0003815	nm0725529	nm0108961,nm0689471,nm0071992
tt0003816	nm0877783	nm0049995,nm0120272,nm0206755,nm0245385
tt0003817	nm0410271,nm0695466	nm0717281
tt0003818	nm0897085	nm0485882,nm0808403,nm0897085
tt0003819	nm0698839	\N
tt0003820	nm0036048	nm0136888,nm0205986
tt0003821	nm0806565	\N
tt0003822	nm0865601	nm0865601
tt0003823	\N	\N
tt0003824	nm0111753	nm0871879
tt0003825	nm0856161	nm0458691,nm0565906
tt0003827	nm0296245	nm0888539
tt0003828	nm0339765	nm0518844
tt0003829	nm0717468	nm0932328
tt0003830	nm0533289	nm0782707
tt0003831	\N	\N
tt0003832	nm0550220	\N
tt0003833	nm0012317	\N
tt0003834	nm0281620	nm0518844
tt0003835	nm0408433	nm0929807
tt0003836	nm0550220	nm0550220
tt0003837	nm0245385	nm0744504
tt0003838	nm0127511	\N
tt0003839	nm0061955	nm0061955
tt0003840	\N	nm0309557
tt0003841	nm0809969	nm0809969
tt0003842	nm0809969	nm0809969
tt0003843	nm0809969	nm0809969
tt0003844	nm0809969	nm0809969
tt0003845	nm0809969	nm0809969
tt0003846	nm0809969	nm0809969
tt0003847	nm0809969	nm0809969
tt0003848	nm0809969	nm0809969
tt0003849	nm0809969	nm0809969
tt0003850	nm0809969	nm0809969
tt0003851	nm0809969	nm0809969
tt0003852	nm0809969	nm0809969
tt0003853	nm0809969	nm0809969
tt0003854	nm0170973	nm0795851
tt0003855	nm0367556	nm0304236
tt0003856	nm0526226	nm0110394
tt0003859	nm0509287	nm0509287,nm0666286
tt0003860	nm0827509	\N
tt0003861	\N	\N
tt0003862	nm0447636	nm0838700
tt0003863	nm0000122	nm0000122,nm0784407
tt0003864	nm0127511	nm0717468
tt0003865	nm0187981	nm0856161
tt0003866	nm0550220	\N
tt0003867	nm0865601	nm0865602
tt0003868	\N	\N
tt0003869	nm0349785	nm0172741,nm0349785
tt0003870	nm0803705	nm0943285
tt0003871	nm0456804	nm0152156,nm0881333
tt0003872	nm0806565	nm0939904
tt0003873	nm0806565	\N
tt0003874	nm0550220	nm0550220
tt0003875	nm0352726	nm0316890,nm0858501
tt0003876	nm0066734	nm0582539
tt0003877	nm0403151	nm0216696
tt0003878	\N	\N
tt0003879	nm0245385	nm0245385
tt0003880	nm0803705	nm0803705
tt0003881	nm0245385	nm0744514
tt0003883	nm0674600	nm0674600
tt0003884	nm0300487	nm0300487
tt0003885	nm0875869	nm0875869
tt0003886	nm0621797	nm0855139
tt0003887	nm0063413,nm0550220	nm0320618
tt0003888	nm0426754	nm0426754
tt0003889	nm0296193	\N
tt0003890	nm0000428	nm0035854,nm0000428
tt0003891	\N	\N
tt0003892	nm0132324	nm0433165
tt0003893	nm0357872	\N
tt0003894	\N	\N
tt0003895	nm0066734	nm0002771,nm0687741
tt0003896	\N	\N
tt0003897	nm0923603,nm0309163,nm0923594,nm0782707	nm0323766,nm0716103,nm0782707,nm0225458
tt0003898	nm0447043	\N
tt0003899	\N	nm0011748
tt0003900	\N	nm0011748
tt0003901	nm0011748	nm0011748
tt0003902	\N	nm0011748
tt0003903	\N	nm0011748
tt0003904	nm0011748	nm0011748
tt0003905	\N	nm0011748
tt0003906	\N	nm0011748
tt0003907	\N	nm0011748
tt0003908	\N	nm0011748
tt0003909	nm0011748	nm0011748
tt0003910	nm0048864	nm0011748
tt0003911	nm0011748	nm0011748
tt0003912	\N	nm0011748
tt0003913	nm0011748	nm0011748
tt0003914	\N	nm0011748
tt0003915	\N	nm0011748
tt0003916	nm0048864	nm0011748
tt0003917	nm0011748	nm0011748
tt0003918	\N	nm0011748
tt0003919	nm0394399	nm0011748
tt0003920	\N	nm0011748
tt0003921	\N	nm0011748
tt0003922	\N	nm0011748
tt0003923	nm0000122	nm0195435,nm0000122
tt0003924	\N	\N
tt0003925	nm0098308	\N
tt0003926	nm0288616	\N
tt0003927	nm0827509	\N
tt0003928	nm0806565	nm0916665
tt0003929	nm0780884	nm0360123
tt0003930	nm0275421	nm0019855,nm0275421,nm0816232
tt0003931	nm0909825	\N
tt0003932	nm0153713	\N
tt0003933	nm0629589	\N
tt0003934	nm0784407	nm0000122,nm0784407
tt0003935	\N	\N
tt0003936	nm0577654	\N
tt0003937	nm0119138	nm0512354
tt0003938	nm0888428	nm0841608,nm0949648
tt0003939	nm0806565	\N
tt0003940	nm0048478	nm0168915
tt0003941	nm0066734	nm0449706
tt0003942	nm0000779	\N
tt0003943	nm0000779	\N
tt0003944	nm0000779	nm0404327
tt0003945	nm0000779	\N
tt0003946	nm0000779	\N
tt0003947	nm0000779	\N
tt0003948	nm0000779	\N
tt0003949	nm0000779	\N
tt0003950	nm0000779	\N
tt0003951	nm0294276	nm0318397
tt0003952	nm0275421	nm0019855,nm0275421,nm0816232
tt0003953	nm0381936	nm0765104
tt0003954	nm0865601	nm0347320
tt0003955	nm0005717	nm0005717
tt0003956	nm0334918	nm0193617,nm0334918
tt0003957	\N	\N
tt0003958	nm0294276	\N
tt0003959	nm0085133	\N
tt0003960	nm0532622	\N
tt0003961	nm0629589	nm0000122,nm0404327
tt0003962	nm0713223	\N
tt0003963	\N	\N
tt0003964	\N	\N
tt0003965	nm0403054	\N
tt0003966	nm0717468	nm0912354
tt0003967	nm0928910	nm1569501,nm1234686
tt0003968	nm0717468	nm0206755
tt0003969	nm0629589	\N
tt0003970	nm0710397	nm0924829
tt0003971	\N	\N
tt0003972	nm0456804	nm0649155
tt0003973	nm0237713	nm0078442,nm0348348,nm0612348,nm0715097
tt0003974	\N	\N
tt0003975	nm0334918	nm0396433
tt0003977	nm0608108	\N
tt0003978	nm0341185	nm0341185
tt0003979	nm0806565,nm0916665	nm0806565,nm0916665
tt0003980	nm0639631	nm0002616
tt0003981	nm0127511	nm0666662
tt0003982	nm0127511	\N
tt0003983	nm0806565	\N
tt0003984	\N	\N
tt0003985	nm0245385	nm0580648
tt0003986	nm0066734	nm0002771
tt0003987	nm0198523	nm0338708,nm0615912
tt0003988	nm0641967	nm0338708,nm0810367
tt0003989	nm0334918	nm0193617,nm0334918
tt0003990	nm0408433	nm0117997
tt0003991	nm0250480	\N
tt0003992	nm0345217	nm0345217,nm0771646
tt0003993	nm0875869	nm0581682,nm0581683
tt0003994	nm0601190	nm0576830,nm0021283,nm0198411,nm0518840
tt0003995	nm0717468	nm0140562,nm0717468
tt0003996	nm0523932	nm0523932
tt0003997	nm0145924	nm0145924
tt0003998	nm0169871	nm0169871
tt0003999	nm0830249	nm0830249
tt0004000	nm0856161	nm0458691
tt0004001	nm0784407	\N
tt0004002	nm0456804,nm0127511	nm0002616
tt0004003	nm0803705	nm0461721,nm0461743
tt0004004	nm0159654	nm1517169
tt0004005	nm0499883	nm0395216
tt0004006	nm0765106	nm0722441,nm0936420
tt0004007	nm0000122	nm0000122
tt0004008	nm0565560	nm0565560
tt0004009	nm0707778	nm2182770,nm1780026
tt0004010	nm0806565	\N
tt0004011	nm0000122	nm0000122
tt0004012	nm0806565	\N
tt0004013	nm0001124,nm0002177	nm0002177,nm0001124,nm0225469,nm0323766,nm0599800
tt0004015	nm0456804	\N
tt0004016	nm0569466	\N
tt0004017	nm0408433	nm0156318
tt0004018	nm0806565	\N
tt0004019	nm0250480	\N
tt0004020	nm0339765	nm0518844
tt0004021	nm0345217	nm0148859,nm0549894
tt0004022	nm0345500	nm1000925,nm0000636
tt0004023	nm0524306	\N
tt0004024	nm0806565	\N
tt0004025	nm0132324	nm0132324,nm0662272
tt0004026	nm0917467,nm0301961	nm0301961,nm0917467
tt0004027	nm0692105,nm0205986	nm0313993,nm0744565,nm0834944
tt0004028	nm0001908	\N
tt0004029	nm0111753	nm0111531
tt0004030	nm0949648	nm0085865,nm0949648
tt0004031	nm0205653	\N
tt0004032	nm0587929	\N
tt0004033	\N	nm0445856
tt0004034	nm0005717	\N
tt0004035	nm0127511	\N
tt0004036	nm0806565	\N
